,Species,Culmen Length (mm),Culmen Depth (mm),Flipper Length (mm),Body Mass (g),Sex,Sample ID
51219,Gentoo,47.2,15.5,215.0,4975.0,FEMALE,A_77
51220,Gentoo,47.2,15.5,215.0,4975.0,FEMALE,A_79
51221,Gentoo,47.2,15.5,215.0,4975.0,FEMALE,A_81
51222,Gentoo,47.2,15.5,215.0,4975.0,FEMALE,A_83
51223,Gentoo,47.2,15.5,215.0,4975.0,FEMALE,A_85
51224,Gentoo,47.2,15.5,215.0,4975.0,FEMALE,A_88
51225,Gentoo,47.2,15.5,215.0,4975.0,FEMALE,A_90
51226,Gentoo,47.2,15.5,215.0,4975.0,FEMALE,A_91
51227,Gentoo,47.2,15.5,215.0,4975.0,FEMALE,A_93
51228,Gentoo,47.2,15.5,215.0,4975.0,FEMALE,A_95
51229,Gentoo,47.2,15.5,215.0,4975.0,FEMALE,A_97
51230,Gentoo,47.2,15.5,215.0,4975.0,FEMALE,A_99
51231,Gentoo,47.2,15.5,215.0,4975.0,FEMALE,A_101
51232,Gentoo,47.2,15.5,215.0,4975.0,FEMALE,A_103
51233,Gentoo,47.2,15.5,215.0,4975.0,FEMALE,A_105
51234,Gentoo,47.2,15.5,215.0,4975.0,FEMALE,A_107
51235,Gentoo,47.2,15.5,215.0,4975.0,FEMALE,A_109
51236,Gentoo,47.2,15.5,215.0,4975.0,FEMALE,A_111
51237,Gentoo,47.2,15.5,215.0,4975.0,FEMALE,A_113
51238,Gentoo,47.2,15.5,215.0,4975.0,FEMALE,A_115
51239,Gentoo,47.2,15.5,215.0,4975.0,FEMALE,A_117
51240,Gentoo,47.2,15.5,215.0,4975.0,FEMALE,A_119
51241,Gentoo,47.2,15.5,215.0,4975.0,FEMALE,A_121
51242,Gentoo,47.2,15.5,215.0,4975.0,FEMALE,A_123
51243,Gentoo,47.2,15.5,215.0,4975.0,FEMALE,A_125
51244,Gentoo,47.2,15.5,215.0,4975.0,FEMALE,A_127
51245,Gentoo,47.2,15.5,215.0,4975.0,FEMALE,A_129
51246,Gentoo,47.2,15.5,215.0,4975.0,FEMALE,A_131
51247,Gentoo,47.2,15.5,215.0,4975.0,FEMALE,A_133
51248,Gentoo,47.2,15.5,215.0,4975.0,FEMALE,A_135
51249,Gentoo,47.2,15.5,215.0,4975.0,FEMALE,A_137
51250,Gentoo,47.2,15.5,215.0,4975.0,FEMALE,A_139
51251,Gentoo,47.2,15.5,215.0,4975.0,FEMALE,A_141
51252,Gentoo,47.2,15.5,215.0,4975.0,FEMALE,A_143
51253,Gentoo,47.2,15.5,215.0,4975.0,FEMALE,A_145
51254,Gentoo,47.2,15.5,215.0,4975.0,FEMALE,A_148
51255,Gentoo,47.2,15.5,215.0,4975.0,FEMALE,A_149
51256,Gentoo,47.2,15.5,215.0,4975.0,FEMALE,A_151
51257,Gentoo,47.2,15.5,215.0,4975.0,FEMALE,C_1
51258,Gentoo,47.2,15.5,215.0,4975.0,FEMALE,C_4
51259,Gentoo,47.2,15.5,215.0,4975.0,FEMALE,C_6
51260,Gentoo,47.2,15.5,215.0,4975.0,FEMALE,C_7
51261,Gentoo,47.2,15.5,215.0,4975.0,FEMALE,C_9
51262,Gentoo,47.2,15.5,215.0,4975.0,FEMALE,C_11
51263,Gentoo,47.2,15.5,215.0,4975.0,FEMALE,C_13
51264,Gentoo,47.2,15.5,215.0,4975.0,FEMALE,C_15
51265,Gentoo,47.2,15.5,215.0,4975.0,FEMALE,C_18
51266,Gentoo,47.2,15.5,215.0,4975.0,FEMALE,C_19
51267,Gentoo,47.2,15.5,215.0,4975.0,FEMALE,C_21
51268,Gentoo,47.2,15.5,215.0,4975.0,FEMALE,C_23
51269,Gentoo,47.2,15.5,215.0,4975.0,FEMALE,C_25
51270,Gentoo,47.2,15.5,215.0,4975.0,FEMALE,C_27
51271,Gentoo,47.2,15.5,215.0,4975.0,FEMALE,C_29
51272,Gentoo,47.2,15.5,215.0,4975.0,FEMALE,C_31
51273,Gentoo,47.2,15.5,215.0,4975.0,FEMALE,C_33
51274,Gentoo,47.2,15.5,215.0,4975.0,FEMALE,C_36
51275,Gentoo,47.2,15.5,215.0,4975.0,FEMALE,C_37
51276,Gentoo,47.2,15.5,215.0,4975.0,FEMALE,C_39
51277,Gentoo,47.2,15.5,215.0,4975.0,FEMALE,C_42
51278,Gentoo,47.2,15.5,215.0,4975.0,FEMALE,C_44
51279,Gentoo,47.2,15.5,215.0,4975.0,FEMALE,C_45
51280,Gentoo,47.2,15.5,215.0,4975.0,FEMALE,C_47
51281,Gentoo,47.2,15.5,215.0,4975.0,FEMALE,C_50
51282,Gentoo,47.2,15.5,215.0,4975.0,FEMALE,C_53
51283,Gentoo,47.2,15.5,215.0,4975.0,FEMALE,C_55
51284,Gentoo,47.2,15.5,215.0,4975.0,FEMALE,C_57
51285,Gentoo,47.2,15.5,215.0,4975.0,FEMALE,C_60
51286,Gentoo,47.2,15.5,215.0,4975.0,FEMALE,C_62
51287,Gentoo,47.2,15.5,215.0,4975.0,FEMALE,C_63
51288,Gentoo,47.2,15.5,215.0,4975.0,FEMALE,C_65
51289,Gentoo,47.2,15.5,215.0,4975.0,FEMALE,C_68
51290,Gentoo,47.2,15.5,215.0,4975.0,FEMALE,G_1
51291,Gentoo,47.2,15.5,215.0,4975.0,FEMALE,G_3
51292,Gentoo,47.2,15.5,215.0,4975.0,FEMALE,G_6
51293,Gentoo,47.2,15.5,215.0,4975.0,FEMALE,G_7
51294,Gentoo,47.2,15.5,215.0,4975.0,FEMALE,G_9
51295,Gentoo,47.2,15.5,215.0,4975.0,FEMALE,G_11
51296,Gentoo,47.2,15.5,215.0,4975.0,FEMALE,G_13
51297,Gentoo,47.2,15.5,215.0,4975.0,FEMALE,G_15
51298,Gentoo,47.2,15.5,215.0,4975.0,FEMALE,G_17
51299,Gentoo,47.2,15.5,215.0,4975.0,FEMALE,G_19
51300,Gentoo,47.2,15.5,215.0,4975.0,FEMALE,G_22
51301,Gentoo,47.2,15.5,215.0,4975.0,FEMALE,G_23
51302,Gentoo,47.2,15.5,215.0,4975.0,FEMALE,G_25
51303,Gentoo,47.2,15.5,215.0,4975.0,FEMALE,G_29
51304,Gentoo,47.2,15.5,215.0,4975.0,FEMALE,G_32
51305,Gentoo,47.2,15.5,215.0,4975.0,FEMALE,G_33
51306,Gentoo,47.2,15.5,215.0,4975.0,FEMALE,G_35
51307,Gentoo,47.2,15.5,215.0,4975.0,FEMALE,G_37
51308,Gentoo,47.2,15.5,215.0,4975.0,FEMALE,G_39
51309,Gentoo,47.2,15.5,215.0,4975.0,FEMALE,G_41
51310,Gentoo,47.2,15.5,215.0,4975.0,FEMALE,G_43
51311,Gentoo,47.2,15.5,215.0,4975.0,FEMALE,G_46
51312,Gentoo,47.2,15.5,215.0,4975.0,FEMALE,G_47
51313,Gentoo,47.2,15.5,215.0,4975.0,FEMALE,G_49
51314,Gentoo,47.2,15.5,215.0,4975.0,FEMALE,G_51
51315,Gentoo,47.2,15.5,215.0,4975.0,FEMALE,G_53
51316,Gentoo,47.2,15.5,215.0,4975.0,FEMALE,G_55
51317,Gentoo,47.2,15.5,215.0,4975.0,FEMALE,G_57
51318,Gentoo,47.2,15.5,215.0,4975.0,FEMALE,G_59
51319,Gentoo,47.2,15.5,215.0,4975.0,FEMALE,G_61
51320,Gentoo,47.2,15.5,215.0,4975.0,FEMALE,G_63
51321,Gentoo,47.2,15.5,215.0,4975.0,FEMALE,G_65
51322,Gentoo,47.2,15.5,215.0,4975.0,FEMALE,G_69
51323,Gentoo,47.2,15.5,215.0,4975.0,FEMALE,G_74
51324,Gentoo,47.2,15.5,215.0,4975.0,FEMALE,G_75
51325,Gentoo,47.2,15.5,215.0,4975.0,FEMALE,G_77
51326,Gentoo,47.2,15.5,215.0,4975.0,FEMALE,G_79
51327,Gentoo,47.2,15.5,215.0,4975.0,FEMALE,G_81
51328,Gentoo,47.2,15.5,215.0,4975.0,FEMALE,G_83
51329,Gentoo,47.2,15.5,215.0,4975.0,FEMALE,G_85
51330,Gentoo,47.2,15.5,215.0,4975.0,FEMALE,G_87
51331,Gentoo,47.2,15.5,215.0,4975.0,FEMALE,G_89
51332,Gentoo,47.2,15.5,215.0,4975.0,FEMALE,G_91
51333,Gentoo,47.2,15.5,215.0,4975.0,FEMALE,G_93
51334,Gentoo,47.2,15.5,215.0,4975.0,FEMALE,G_95
51335,Gentoo,47.2,15.5,215.0,4975.0,FEMALE,G_98
51336,Gentoo,47.2,15.5,215.0,4975.0,FEMALE,G_99
51337,Gentoo,47.2,15.5,215.0,4975.0,FEMALE,G_101
51338,Gentoo,47.2,15.5,215.0,4975.0,FEMALE,G_103
51339,Gentoo,47.2,15.5,215.0,4975.0,FEMALE,G_107
51340,Gentoo,47.2,15.5,215.0,4975.0,FEMALE,G_109
51341,Gentoo,47.2,15.5,215.0,4975.0,FEMALE,G_111
51342,Gentoo,47.2,15.5,215.0,4975.0,FEMALE,G_113
51343,Gentoo,47.2,15.5,215.0,4975.0,FEMALE,G_115
51344,Gentoo,47.2,15.5,215.0,4975.0,FEMALE,G_119
51345,Gentoo,47.2,15.5,215.0,4975.0,FEMALE,G_121
51346,Gentoo,47.2,15.5,215.0,4975.0,FEMALE,G_123
51347,Gentoo,49.1,15.0,228.0,5500.0,MALE,A_1
51348,Gentoo,49.1,15.0,228.0,5500.0,MALE,A_6
51349,Gentoo,49.1,15.0,228.0,5500.0,MALE,A_8
51350,Gentoo,49.1,15.0,228.0,5500.0,MALE,A_14
51351,Gentoo,49.1,15.0,228.0,5500.0,MALE,A_15
51352,Gentoo,49.1,15.0,228.0,5500.0,MALE,A_18
51353,Gentoo,49.1,15.0,228.0,5500.0,MALE,A_20
51354,Gentoo,49.1,15.0,228.0,5500.0,MALE,A_22
51355,Gentoo,49.1,15.0,228.0,5500.0,MALE,A_24
51356,Gentoo,49.1,15.0,228.0,5500.0,MALE,A_25
51357,Gentoo,49.1,15.0,228.0,5500.0,MALE,A_27
51358,Gentoo,49.1,15.0,228.0,5500.0,MALE,A_30
51359,Gentoo,49.1,15.0,228.0,5500.0,MALE,A_32
51360,Gentoo,49.1,15.0,228.0,5500.0,MALE,A_34
51361,Gentoo,49.1,15.0,228.0,5500.0,MALE,A_36
51362,Gentoo,49.1,15.0,228.0,5500.0,MALE,A_37
51363,Gentoo,49.1,15.0,228.0,5500.0,MALE,A_40
51364,Gentoo,49.1,15.0,228.0,5500.0,MALE,A_42
51365,Gentoo,49.1,15.0,228.0,5500.0,MALE,A_44
51366,Gentoo,49.1,15.0,228.0,5500.0,MALE,A_46
51367,Gentoo,49.1,15.0,228.0,5500.0,MALE,A_47
51368,Gentoo,49.1,15.0,228.0,5500.0,MALE,A_50
51369,Gentoo,49.1,15.0,228.0,5500.0,MALE,A_52
51370,Gentoo,49.1,15.0,228.0,5500.0,MALE,A_54
51371,Gentoo,49.1,15.0,228.0,5500.0,MALE,A_56
51372,Gentoo,49.1,15.0,228.0,5500.0,MALE,A_58
51373,Gentoo,49.1,15.0,228.0,5500.0,MALE,A_60
51374,Gentoo,49.1,15.0,228.0,5500.0,MALE,A_62
51375,Gentoo,49.1,15.0,228.0,5500.0,MALE,A_64
51376,Gentoo,49.1,15.0,228.0,5500.0,MALE,A_66
51377,Gentoo,49.1,15.0,228.0,5500.0,MALE,A_68
51378,Gentoo,49.1,15.0,228.0,5500.0,MALE,A_70
51379,Gentoo,49.1,15.0,228.0,5500.0,MALE,A_72
51380,Gentoo,49.1,15.0,228.0,5500.0,MALE,A_74
51381,Gentoo,49.1,15.0,228.0,5500.0,MALE,A_76
51382,Gentoo,49.1,15.0,228.0,5500.0,MALE,A_78
51383,Gentoo,49.1,15.0,228.0,5500.0,MALE,A_80
51384,Gentoo,49.1,15.0,228.0,5500.0,MALE,A_82
51385,Gentoo,49.1,15.0,228.0,5500.0,MALE,A_84
51386,Gentoo,49.1,15.0,228.0,5500.0,MALE,A_86
51387,Gentoo,49.1,15.0,228.0,5500.0,MALE,A_87
51388,Gentoo,49.1,15.0,228.0,5500.0,MALE,A_89
51389,Gentoo,49.1,15.0,228.0,5500.0,MALE,A_92
51390,Gentoo,49.1,15.0,228.0,5500.0,MALE,A_94
51391,Gentoo,49.1,15.0,228.0,5500.0,MALE,A_96
51392,Gentoo,49.1,15.0,228.0,5500.0,MALE,A_98
51393,Gentoo,49.1,15.0,228.0,5500.0,MALE,A_100
51394,Gentoo,49.1,15.0,228.0,5500.0,MALE,A_102
51395,Gentoo,49.1,15.0,228.0,5500.0,MALE,A_104
51396,Gentoo,49.1,15.0,228.0,5500.0,MALE,A_106
51397,Gentoo,49.1,15.0,228.0,5500.0,MALE,A_108
51398,Gentoo,49.1,15.0,228.0,5500.0,MALE,A_110
51399,Gentoo,49.1,15.0,228.0,5500.0,MALE,A_112
51400,Gentoo,49.1,15.0,228.0,5500.0,MALE,A_114
51401,Gentoo,49.1,15.0,228.0,5500.0,MALE,A_116
51402,Gentoo,49.1,15.0,228.0,5500.0,MALE,A_118
51403,Gentoo,49.1,15.0,228.0,5500.0,MALE,A_120
51404,Gentoo,49.1,15.0,228.0,5500.0,MALE,A_122
51405,Gentoo,49.1,15.0,228.0,5500.0,MALE,A_124
51406,Gentoo,49.1,15.0,228.0,5500.0,MALE,A_126
51407,Gentoo,49.1,15.0,228.0,5500.0,MALE,A_128
51408,Gentoo,49.1,15.0,228.0,5500.0,MALE,A_130
51409,Gentoo,49.1,15.0,228.0,5500.0,MALE,A_132
51410,Gentoo,49.1,15.0,228.0,5500.0,MALE,A_134
51411,Gentoo,49.1,15.0,228.0,5500.0,MALE,A_136
51412,Gentoo,49.1,15.0,228.0,5500.0,MALE,A_138
51413,Gentoo,49.1,15.0,228.0,5500.0,MALE,A_140
51414,Gentoo,49.1,15.0,228.0,5500.0,MALE,A_142
51415,Gentoo,49.1,15.0,228.0,5500.0,MALE,A_144
51416,Gentoo,49.1,15.0,228.0,5500.0,MALE,A_146
51417,Gentoo,49.1,15.0,228.0,5500.0,MALE,A_147
51418,Gentoo,49.1,15.0,228.0,5500.0,MALE,A_150
51419,Gentoo,49.1,15.0,228.0,5500.0,MALE,A_152
51420,Gentoo,49.1,15.0,228.0,5500.0,MALE,C_2
51421,Gentoo,49.1,15.0,228.0,5500.0,MALE,C_3
51422,Gentoo,49.1,15.0,228.0,5500.0,MALE,C_5
51423,Gentoo,49.1,15.0,228.0,5500.0,MALE,C_8
51424,Gentoo,49.1,15.0,228.0,5500.0,MALE,C_10
51425,Gentoo,49.1,15.0,228.0,5500.0,MALE,C_12
51426,Gentoo,49.1,15.0,228.0,5500.0,MALE,C_14
51427,Gentoo,49.1,15.0,228.0,5500.0,MALE,C_16
51428,Gentoo,49.1,15.0,228.0,5500.0,MALE,C_17
51429,Gentoo,49.1,15.0,228.0,5500.0,MALE,C_20
51430,Gentoo,49.1,15.0,228.0,5500.0,MALE,C_22
51431,Gentoo,49.1,15.0,228.0,5500.0,MALE,C_24
51432,Gentoo,49.1,15.0,228.0,5500.0,MALE,C_26
51433,Gentoo,49.1,15.0,228.0,5500.0,MALE,C_28
51434,Gentoo,49.1,15.0,228.0,5500.0,MALE,C_30
51435,Gentoo,49.1,15.0,228.0,5500.0,MALE,C_32
51436,Gentoo,49.1,15.0,228.0,5500.0,MALE,C_34
51437,Gentoo,49.1,15.0,228.0,5500.0,MALE,C_35
51438,Gentoo,49.1,15.0,228.0,5500.0,MALE,C_38
51439,Gentoo,49.1,15.0,228.0,5500.0,MALE,C_40
51440,Gentoo,49.1,15.0,228.0,5500.0,MALE,C_41
51441,Gentoo,49.1,15.0,228.0,5500.0,MALE,C_43
51442,Gentoo,49.1,15.0,228.0,5500.0,MALE,C_46
51443,Gentoo,49.1,15.0,228.0,5500.0,MALE,C_48
51444,Gentoo,49.1,15.0,228.0,5500.0,MALE,C_49
51445,Gentoo,49.1,15.0,228.0,5500.0,MALE,C_52
51446,Gentoo,49.1,15.0,228.0,5500.0,MALE,C_54
51447,Gentoo,49.1,15.0,228.0,5500.0,MALE,C_56
51448,Gentoo,49.1,15.0,228.0,5500.0,MALE,C_58
51449,Gentoo,49.1,15.0,228.0,5500.0,MALE,C_59
51450,Gentoo,49.1,15.0,228.0,5500.0,MALE,C_61
51451,Gentoo,49.1,15.0,228.0,5500.0,MALE,C_66
51452,Gentoo,49.1,15.0,228.0,5500.0,MALE,C_67
51453,Gentoo,49.1,15.0,228.0,5500.0,MALE,G_2
51454,Gentoo,49.1,15.0,228.0,5500.0,MALE,G_4
51455,Gentoo,49.1,15.0,228.0,5500.0,MALE,G_5
51456,Gentoo,49.1,15.0,228.0,5500.0,MALE,G_8
51457,Gentoo,49.1,15.0,228.0,5500.0,MALE,G_10
51458,Gentoo,49.1,15.0,228.0,5500.0,MALE,G_12
51459,Gentoo,49.1,15.0,228.0,5500.0,MALE,G_14
51460,Gentoo,49.1,15.0,228.0,5500.0,MALE,G_16
51461,Gentoo,49.1,15.0,228.0,5500.0,MALE,G_18
51462,Gentoo,49.1,15.0,228.0,5500.0,MALE,G_20
51463,Gentoo,49.1,15.0,228.0,5500.0,MALE,G_21
51464,Gentoo,49.1,15.0,228.0,5500.0,MALE,G_24
51465,Gentoo,49.1,15.0,228.0,5500.0,MALE,G_26
51466,Gentoo,49.1,15.0,228.0,5500.0,MALE,G_28
51467,Gentoo,49.1,15.0,228.0,5500.0,MALE,G_30
51468,Gentoo,49.1,15.0,228.0,5500.0,MALE,G_31
51469,Gentoo,49.1,15.0,228.0,5500.0,MALE,G_34
51470,Gentoo,49.1,15.0,228.0,5500.0,MALE,G_36
51471,Gentoo,49.1,15.0,228.0,5500.0,MALE,G_38
51472,Gentoo,49.1,15.0,228.0,5500.0,MALE,G_40
51473,Gentoo,49.1,15.0,228.0,5500.0,MALE,G_42
51474,Gentoo,49.1,15.0,228.0,5500.0,MALE,G_44
51475,Gentoo,49.1,15.0,228.0,5500.0,MALE,G_45
51476,Gentoo,49.1,15.0,228.0,5500.0,MALE,G_48
51477,Gentoo,49.1,15.0,228.0,5500.0,MALE,G_50
51478,Gentoo,49.1,15.0,228.0,5500.0,MALE,G_52
51479,Gentoo,49.1,15.0,228.0,5500.0,MALE,G_54
51480,Gentoo,49.1,15.0,228.0,5500.0,MALE,G_56
51481,Gentoo,49.1,15.0,228.0,5500.0,MALE,G_58
51482,Gentoo,49.1,15.0,228.0,5500.0,MALE,G_60
51483,Gentoo,49.1,15.0,228.0,5500.0,MALE,G_62
51484,Gentoo,49.1,15.0,228.0,5500.0,MALE,G_64
51485,Gentoo,49.1,15.0,228.0,5500.0,MALE,G_66
51486,Gentoo,49.1,15.0,228.0,5500.0,MALE,G_68
51487,Gentoo,49.1,15.0,228.0,5500.0,MALE,G_70
51488,Gentoo,49.1,15.0,228.0,5500.0,MALE,G_72
51489,Gentoo,49.1,15.0,228.0,5500.0,MALE,G_73
51490,Gentoo,49.1,15.0,228.0,5500.0,MALE,G_76
51491,Gentoo,49.1,15.0,228.0,5500.0,MALE,G_78
51492,Gentoo,49.1,15.0,228.0,5500.0,MALE,G_80
51493,Gentoo,49.1,15.0,228.0,5500.0,MALE,G_82
51494,Gentoo,49.1,15.0,228.0,5500.0,MALE,G_86
51495,Gentoo,49.1,15.0,228.0,5500.0,MALE,G_88
51496,Gentoo,49.1,15.0,228.0,5500.0,MALE,G_90
51497,Gentoo,49.1,15.0,228.0,5500.0,MALE,G_92
51498,Gentoo,49.1,15.0,228.0,5500.0,MALE,G_94
51499,Gentoo,49.1,15.0,228.0,5500.0,MALE,G_96
51500,Gentoo,49.1,15.0,228.0,5500.0,MALE,G_97
51501,Gentoo,49.1,15.0,228.0,5500.0,MALE,G_100
51502,Gentoo,49.1,15.0,228.0,5500.0,MALE,G_102
51503,Gentoo,49.1,15.0,228.0,5500.0,MALE,G_104
51504,Gentoo,49.1,15.0,228.0,5500.0,MALE,G_106
51505,Gentoo,49.1,15.0,228.0,5500.0,MALE,G_108
51506,Gentoo,49.1,15.0,228.0,5500.0,MALE,G_110
51507,Gentoo,49.1,15.0,228.0,5500.0,MALE,G_114
51508,Gentoo,49.1,15.0,228.0,5500.0,MALE,G_116
51509,Gentoo,49.1,15.0,228.0,5500.0,MALE,G_118
51510,Gentoo,49.1,15.0,228.0,5500.0,MALE,G_122
51511,Gentoo,49.1,15.0,228.0,5500.0,MALE,G_124
51512,Gentoo,46.8,16.1,215.0,5500.0,MALE,A_1
51513,Gentoo,46.8,16.1,215.0,5500.0,MALE,A_6
51514,Gentoo,46.8,16.1,215.0,5500.0,MALE,A_8
51515,Gentoo,46.8,16.1,215.0,5500.0,MALE,A_14
51516,Gentoo,46.8,16.1,215.0,5500.0,MALE,A_15
51517,Gentoo,46.8,16.1,215.0,5500.0,MALE,A_18
51518,Gentoo,46.8,16.1,215.0,5500.0,MALE,A_20
51519,Gentoo,46.8,16.1,215.0,5500.0,MALE,A_22
51520,Gentoo,46.8,16.1,215.0,5500.0,MALE,A_24
51521,Gentoo,46.8,16.1,215.0,5500.0,MALE,A_25
51522,Gentoo,46.8,16.1,215.0,5500.0,MALE,A_27
51523,Gentoo,46.8,16.1,215.0,5500.0,MALE,A_30
51524,Gentoo,46.8,16.1,215.0,5500.0,MALE,A_32
51525,Gentoo,46.8,16.1,215.0,5500.0,MALE,A_34
51526,Gentoo,46.8,16.1,215.0,5500.0,MALE,A_36
51527,Gentoo,46.8,16.1,215.0,5500.0,MALE,A_37
51528,Gentoo,46.8,16.1,215.0,5500.0,MALE,A_40
51529,Gentoo,46.8,16.1,215.0,5500.0,MALE,A_42
51530,Gentoo,46.8,16.1,215.0,5500.0,MALE,A_44
51531,Gentoo,46.8,16.1,215.0,5500.0,MALE,A_46
51532,Gentoo,46.8,16.1,215.0,5500.0,MALE,A_47
51533,Gentoo,46.8,16.1,215.0,5500.0,MALE,A_50
51534,Gentoo,46.8,16.1,215.0,5500.0,MALE,A_52
51535,Gentoo,46.8,16.1,215.0,5500.0,MALE,A_54
51536,Gentoo,46.8,16.1,215.0,5500.0,MALE,A_56
51537,Gentoo,46.8,16.1,215.0,5500.0,MALE,A_58
51538,Gentoo,46.8,16.1,215.0,5500.0,MALE,A_60
51539,Gentoo,46.8,16.1,215.0,5500.0,MALE,A_62
51540,Gentoo,46.8,16.1,215.0,5500.0,MALE,A_64
51541,Gentoo,46.8,16.1,215.0,5500.0,MALE,A_66
51542,Gentoo,46.8,16.1,215.0,5500.0,MALE,A_68
51543,Gentoo,46.8,16.1,215.0,5500.0,MALE,A_70
51544,Gentoo,46.8,16.1,215.0,5500.0,MALE,A_72
51545,Gentoo,46.8,16.1,215.0,5500.0,MALE,A_74
51546,Gentoo,46.8,16.1,215.0,5500.0,MALE,A_76
51547,Gentoo,46.8,16.1,215.0,5500.0,MALE,A_78
51548,Gentoo,46.8,16.1,215.0,5500.0,MALE,A_80
51549,Gentoo,46.8,16.1,215.0,5500.0,MALE,A_82
51550,Gentoo,46.8,16.1,215.0,5500.0,MALE,A_84
51551,Gentoo,46.8,16.1,215.0,5500.0,MALE,A_86
51552,Gentoo,46.8,16.1,215.0,5500.0,MALE,A_87
51553,Gentoo,46.8,16.1,215.0,5500.0,MALE,A_89
51554,Gentoo,46.8,16.1,215.0,5500.0,MALE,A_92
51555,Gentoo,46.8,16.1,215.0,5500.0,MALE,A_94
51556,Gentoo,46.8,16.1,215.0,5500.0,MALE,A_96
51557,Gentoo,46.8,16.1,215.0,5500.0,MALE,A_98
51558,Gentoo,46.8,16.1,215.0,5500.0,MALE,A_100
51559,Gentoo,46.8,16.1,215.0,5500.0,MALE,A_102
51560,Gentoo,46.8,16.1,215.0,5500.0,MALE,A_104
51561,Gentoo,46.8,16.1,215.0,5500.0,MALE,A_106
51562,Gentoo,46.8,16.1,215.0,5500.0,MALE,A_108
51563,Gentoo,46.8,16.1,215.0,5500.0,MALE,A_110
51564,Gentoo,46.8,16.1,215.0,5500.0,MALE,A_112
51565,Gentoo,46.8,16.1,215.0,5500.0,MALE,A_114
51566,Gentoo,46.8,16.1,215.0,5500.0,MALE,A_116
51567,Gentoo,46.8,16.1,215.0,5500.0,MALE,A_118
51568,Gentoo,46.8,16.1,215.0,5500.0,MALE,A_120
51569,Gentoo,46.8,16.1,215.0,5500.0,MALE,A_122
51570,Gentoo,46.8,16.1,215.0,5500.0,MALE,A_124
51571,Gentoo,46.8,16.1,215.0,5500.0,MALE,A_126
51572,Gentoo,46.8,16.1,215.0,5500.0,MALE,A_128
51573,Gentoo,46.8,16.1,215.0,5500.0,MALE,A_130
51574,Gentoo,46.8,16.1,215.0,5500.0,MALE,A_132
51575,Gentoo,46.8,16.1,215.0,5500.0,MALE,A_134
51576,Gentoo,46.8,16.1,215.0,5500.0,MALE,A_136
51577,Gentoo,46.8,16.1,215.0,5500.0,MALE,A_138
51578,Gentoo,46.8,16.1,215.0,5500.0,MALE,A_140
51579,Gentoo,46.8,16.1,215.0,5500.0,MALE,A_142
51580,Gentoo,46.8,16.1,215.0,5500.0,MALE,A_144
51581,Gentoo,46.8,16.1,215.0,5500.0,MALE,A_146
51582,Gentoo,46.8,16.1,215.0,5500.0,MALE,A_147
51583,Gentoo,46.8,16.1,215.0,5500.0,MALE,A_150
51584,Gentoo,46.8,16.1,215.0,5500.0,MALE,A_152
51585,Gentoo,46.8,16.1,215.0,5500.0,MALE,C_2
51586,Gentoo,46.8,16.1,215.0,5500.0,MALE,C_3
51587,Gentoo,46.8,16.1,215.0,5500.0,MALE,C_5
51588,Gentoo,46.8,16.1,215.0,5500.0,MALE,C_8
51589,Gentoo,46.8,16.1,215.0,5500.0,MALE,C_10
51590,Gentoo,46.8,16.1,215.0,5500.0,MALE,C_12
51591,Gentoo,46.8,16.1,215.0,5500.0,MALE,C_14
51592,Gentoo,46.8,16.1,215.0,5500.0,MALE,C_16
51593,Gentoo,46.8,16.1,215.0,5500.0,MALE,C_17
51594,Gentoo,46.8,16.1,215.0,5500.0,MALE,C_20
51595,Gentoo,46.8,16.1,215.0,5500.0,MALE,C_22
51596,Gentoo,46.8,16.1,215.0,5500.0,MALE,C_24
51597,Gentoo,46.8,16.1,215.0,5500.0,MALE,C_26
51598,Gentoo,46.8,16.1,215.0,5500.0,MALE,C_28
51599,Gentoo,46.8,16.1,215.0,5500.0,MALE,C_30
51600,Gentoo,46.8,16.1,215.0,5500.0,MALE,C_32
51601,Gentoo,46.8,16.1,215.0,5500.0,MALE,C_34
51602,Gentoo,46.8,16.1,215.0,5500.0,MALE,C_35
51603,Gentoo,46.8,16.1,215.0,5500.0,MALE,C_38
51604,Gentoo,46.8,16.1,215.0,5500.0,MALE,C_40
51605,Gentoo,46.8,16.1,215.0,5500.0,MALE,C_41
51606,Gentoo,46.8,16.1,215.0,5500.0,MALE,C_43
51607,Gentoo,46.8,16.1,215.0,5500.0,MALE,C_46
51608,Gentoo,46.8,16.1,215.0,5500.0,MALE,C_48
51609,Gentoo,46.8,16.1,215.0,5500.0,MALE,C_49
51610,Gentoo,46.8,16.1,215.0,5500.0,MALE,C_52
51611,Gentoo,46.8,16.1,215.0,5500.0,MALE,C_54
51612,Gentoo,46.8,16.1,215.0,5500.0,MALE,C_56
51613,Gentoo,46.8,16.1,215.0,5500.0,MALE,C_58
51614,Gentoo,46.8,16.1,215.0,5500.0,MALE,C_59
51615,Gentoo,46.8,16.1,215.0,5500.0,MALE,C_61
51616,Gentoo,46.8,16.1,215.0,5500.0,MALE,C_66
51617,Gentoo,46.8,16.1,215.0,5500.0,MALE,C_67
51618,Gentoo,46.8,16.1,215.0,5500.0,MALE,G_2
51619,Gentoo,46.8,16.1,215.0,5500.0,MALE,G_4
51620,Gentoo,46.8,16.1,215.0,5500.0,MALE,G_5
